sold_date|city|num_bed|year_built|askprice|longtitude|num_room|num_bath|living_area|data_code|address|latitude|property_type|num_parking|sellingprice 
2013-09-19|Villeray / St-Michel / Parc-Extension|1| 2011|197000|-73.616205900000010000|4|1| 60.00|458908|107-1414, rue Villeray|45.549475000000000000|Condo|15|
2013-10-22|Mont-Royal|| 1955||-73.631252899999990000||2| 167.20|456477|135, avenue Brookfield|45.517036900000000000|Jumelé||
2014-07-05|Anjou|3||459000|-73.583975099999970000|5|2|135.64|462948|908-7227, rue M.-B. Jodoin|45.606804800000000000|Penthouse|1|
2014-03-21|Lasalle|1| 2012|129900|-73.606197100000030000|1|1|37.07|445485|303-7000, rue Allard|45.448839500000000000|Condo||
2013-11-20|Lachine|2| 2013|273000|-73.662948131823210000||1|112.51|436060|Le Via3 - 831, avenue George V|45.443495094319400000|Condo||
2013-11-08|Rosemont / La Petite Patrie|2| 2010|324900|-73.595995903015140000|4|1|82.96|248701|205-790, boulevard Rosemont|45.532402044265610000|Condo||
2013-12-11|Ahuntsic / Cartierville|5||553700|-73.662497000000030000||4||460291|10581 à 10587, rue de la Roche|45.560412900000000000|Triplex||
2013-10-07|Mercier / Hochelaga / Maisonneuve|3| 2008|296000|-73.533881500000000000||1||460905|410-7401, rue de Marseille|45.590795600000000000|Condo|1|
2014-04-22|Rosemont / La Petite Patrie|4|||-73.557544899999980000||1||459732|1-4362, avenue Bourbonnière|45.552593700000000000|Triplex||
2013-10-14|Lasalle|3|||-73.653519700000000000||1||459996|122, avenue Belanger|45.425709200000000000|Duplex||
2014-03-23|Ville-Marie (Centre-Ville et Vieux Mtl)|2| 2005|689000|-73.561651600000000000|8|2||459763|902-65, boulevard René Lévesque Est|45.508878000000000000|Penthouse|1|
2014-03-08|Saint-Laurent|5||389000|-73.688856499999990000||2||459566|1421-1425, rue Gohier|45.517225200000000000|Duplex||
2013-10-25|Saint-Laurent|| 2006||-73.704083400000000000|8|1|182.09|465404|1998, rue des Pyrénées|45.518430400000000000|Maison en rangée / de ville||
2013-12-03|Rosemont / La Petite Patrie|2| 2009|244900|-73.572084099999980000|4|1|70.61|463579|301-5335, 12e avenue|45.551389000000000000|Condo||
2013-11-08|Rosemont / La Petite Patrie|2| 1926|249900|-73.575014200000000000|4|1|73.58|462914|5462, 9e Avenue|45.550075500000000000|Condo||
2013-03-04|Le Plateau-Mont-Royal|1| 1900|249500|-73.566574300000010000|3|1||462769|4185, rue des Érables|45.533304500000000000|Condo||
2014-02-22|Montréal-Nord|2| 1986||-73.642182422753880000|6|2|99.96|361773|12062, avenue Savard|45.601761221239414000|Condo|1|
2014-06-02|Le Plateau-Mont-Royal|2| 1912|259000|-73.583661700000000000|5|1|78.97|461023|5126, rue Garnier|45.534134800000000000|Condo||
2014-01-31|Le Plateau-Mont-Royal|2| 1948|369000|-73.570758800000020000|5|1|105.44|466434|825, rue Roy Est|45.521266800000000000|Condo||
2013-11-08|Griffintown|2| 1986|319000|-73.567854399999990000|5|1|84.26|441580|104-1661, rue Notre-Dame Ouest|45.489596000000000000|Condo|1|
2014-01-15|Saint-Laurent|7||465000|-73.689824499999980000||3||315705|1541, rue Gohier|45.517835400000000000|Duplex||
2013-10-30|Ahuntsic / Cartierville|1| 2009|234900|-73.630985200000000000|6|1|57.41|439164|605-8500, rue Raymond-Pelletier|45.551806200000000000|Condo|1|
2014-01-15|Pointe-Aux-Trembles / Montréal-Est|2| 2012|229900|-73.489873243347180000|4|1|97.92|280571|300-16265, rue Victoria|45.696617547482425000|Condo||
2013-11-08|Ville-Marie (Centre-Ville et Vieux Mtl)|| 2005||-73.551193900000040000|3|1|72.00|456392|503, rue St-Christophe|45.512987900000000000|Condo||
2013-10-30|Côte-des-Neiges / Notre-Dame-de-Grâce|| 1915|898000|-73.617440699999970000|10|2| 170.4|450128|3442, avenue de Melrose|45.469941800000000000|Maison 2 étages||
2013-09-27|Lasalle|5|||-73.590416908264160000||3||457597|38, 1re avenue|45.432355577110580000|Duplex||
2014-02-19|Côte-St-Luc / Hampstead / Montréal-Ouest|| 1900|599900|-73.641811599999980000|8|1|156.08|463289|22, avenue Ballantyne Sud|45.452208900000000000|Maison 2 étages||
2013-10-16|Lasalle|3|||-73.633313400000020000||1||389398|374, rue de Cabano|45.418518200000000000|Duplex||
2013-10-16|Rosemont / La Petite Patrie|2| 1998|400000|-73.598654600000030000|4|1| 106.60|458989|A-5968, rue Saint-Hubert|45.534105300000000000|Condo||
2013-10-12|Villeray / St-Michel / Parc-Extension|3||545000|-73.626963999999980000||1||463549|7824-26, rue Saint Dominique|45.538376199999990000|Duplex||
2013-09-25|Montréal-Nord|| 2007||-73.649518699999990000|4|1|88.07|456663|1007-3581, boulevard Gouin Est|45.591482100000000000|Condo|1|
2014-03-25|Mercier / Hochelaga / Maisonneuve|2| 2011|190900|-73.543053900000020000|4|1|78.60|464979|1-2135, avenue Charlemagne|45.549452000000000000|Condo||
2014-01-13|L'Ile Des Soeurs|4| 2005||-73.550194600000000000||3|204.39|455721|69, chemin de la Pointe-Sud|45.450454800000000000|Maison en rangée / de ville||
2013-11-03|Pointe-Aux-Trembles / Montréal-Est|2| 2002|179900|-73.500748499999980000|4|1|87.05|464731|16120, rue Forsyth|45.675340299999990000|Condo||
2013-12-15|Dorval / L'Île Dorval|2| 2005|203900|-73.724053607934600000|5|1||463681|202-480, boulevard Galland|45.446264369515880000|Condo|1|
2013-11-20|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 2010|185500|-73.546903199999970000|3|1|51.10|405683|201-2487, rue Champagne|45.529755200000000000|Condo||
2013-10-12|Verdun|1| 1999|234900|-73.561811700000020000|3|1||278804|505-20, allée des Brises du Fleuve|45.460782400000000000|Condo||
2013-12-20|Pointe-Aux-Trembles / Montréal-Est|| 1967||-73.503365400000000000|9|2|104.05|459174|149, rue des Frênes|45.648713800000000000|Bungalow||
2014-05-09|L'île-Bizard / Sainte-Geneviève|| 1982|395000|-73.878867899999990000|9|2| 123.04|464525|130, rue Dubuisson|45.494043000000000000|Maison 2 étages||
2013-12-03|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 1990|219900|-73.550539899999990000|4|1|60.39|456346|1211, rue Cartier|45.522716900000000000|Condo||
2014-04-06|Pointe-Aux-Trembles / Montréal-Est|| 1970|204999|-73.506654499999970000|6|1||435774|620, place du Parc|45.650398400000010000|Maison 2 étages||
2014-02-06|Rosemont / La Petite Patrie|1||515000|-73.604568243026730000||1||463797|6895-6897, rue Garnier|45.544290485374330000|Duplex||
2013-09-06|Ahuntsic / Cartierville|2| 1986|310000|-73.638815000000020000|7|2||455437|508-8885, rue Marcel Cadieux|45.551014900000000000|Condo|1|
2013-10-30|Ahuntsic / Cartierville|1| 2009|239900|-73.630985200000000000|5|1|61.50|449395|207-8500, rue Raymond Pelletier|45.551806200000000000|Condo|1|
2014-01-16|Saint-Laurent|3| 2007||-73.687365600000020000|6|2|122.63|454319|405-930, boulevard Marcel-Laurin|45.509222100000000000|Condo|2|
2013-08-14|Ahuntsic / Cartierville|| 1951|519000|-73.708068099999990000|11|2|137.87|415063|12026, boulevard Saint-Germain|45.532115700000000000|Maison 2 étages||
2014-01-20|Le Plateau-Mont-Royal|8||750000|-73.598578200000020000||3||443712|5405-5409, rue St-Urbain|45.524039599999990000|Triplex||
2013-11-23|Saint-Léonard|3||660000|-73.608236199999960000||2||452732|9035, rue Jamay|45.590455300000000000|Duplex||
2014-05-05|Côte-St-Luc / Hampstead / Montréal-Ouest|3||509000|-73.658403200000010000||1||441276|7526, chemin Euclid|45.463004000000000000|Duplex||
2013-12-06|Outremont|| 1919|1250000|-73.608027800000000000|9|2| 274|466329|550, avenue Champagneur|45.519518100000000000|Jumelé||
2013-08-23|Le Plateau-Mont-Royal|1| 2005||-73.581302300000000000|1|1|65.96|442726|402-4225, rue Saint-Dominique|45.518525000000000000|Condo||
2013-09-23|Mercier / Hochelaga / Maisonneuve|3||675000|-73.522118500000030000||1||446578|7722, rue Mcvey|45.590161800000000000|Quadruplex||
2014-01-30|Mercier / Hochelaga / Maisonneuve|3| 2009||-73.545308235720820000|6|1|109.16|464967|C-414-2281, avenue Desjardins|45.552717184928845000|Condo|2|
2014-04-07|Le Sud-Ouest|3||320000|-73.570275499999980000|5|1|95.41|466775|2680, rue du Centre|45.477891400000000000|Condo||
2013-09-05|Villeray / St-Michel / Parc-Extension|2||534900|-73.630790400000000000||||451269|8304, rue Foucher|45.545721900000000000|Duplex||
2013-09-04|Lasalle|3|||-73.602166899999990000||1||444761|7837-7839, rue Simonne|45.426365900000000000|Duplex||
2013-09-26|Mercier / Hochelaga / Maisonneuve|3| 2010|265900|-73.534626960754400000||1||442868|203-3100, rue Guillaume-Lahaise|45.590888156017440000|Condo|1|
2013-08-22|Mercier / Hochelaga / Maisonneuve|| 2009|385000|-73.535153700000020000|6|1|131.55|439979|5732, rue de Contrecoeur|45.613554200000000000|Maison en rangée / de ville||
2013-09-09|Villeray / St-Michel / Parc-Extension|| 1923|369000|-73.629775800000000000|7|1|120.77|368159|8286, rue Chateaubriand|45.546737700000000000|Bungalow||
2014-02-12|Villeray / St-Michel / Parc-Extension|2| 1912|655000|-73.619933300000010000|7|2|162.58|436295|7135, rue Alexandra|45.532227100000000000|Maison en rangée / de ville||
2013-10-12|Le Plateau-Mont-Royal|3| 2003||-73.588078300000000000|7|1|127.56|450176|5468, rue Garnier|45.536229900000000000|Condo||
2014-01-16|Mercier / Hochelaga / Maisonneuve|3|||-73.523466200000030000||1||44874|860 à 862, avenue Guybourg|45.570592500000000000|Duplex||
2014-05-06|L'île-Bizard / Sainte-Geneviève|| 1986|389000|-73.878915309906000000|9|1|99.41|455648|22, rue Albert-Lacombe|45.495713899731830000|Bungalow||
2013-10-04|Mercier / Hochelaga / Maisonneuve|2| 2009|265000|-73.548999799999990000|4|1|85.10|455598|2229, rue Cuvillier|45.544610200000000000|Condo||
2013-09-24|Mercier / Hochelaga / Maisonneuve|| 1950|395000|-73.543648599999980000|5|1| 89.62|455336|3170, rue Du Quesne|45.576567500000000000|Maison 2 étages||
2013-09-10|Verdun|4||399000|-73.579009800000000000||1||454279|1071 à 1073, rue Osborne|45.451685100000000000|Duplex||
2013-12-09|Pierrefonds / Roxboro|2||183800|-73.829246300000020000|2|1||446540|5210, rue Riviera, app. 112|45.514090200000000000|Condo||
2013-10-04|Le Plateau-Mont-Royal|2| 1985|348000|-73.572636800000000000|7|1| 102.2|443980|3-3515, rue Sainte Famille|45.511037800000000000|Condo||
2014-01-07|Saint-Laurent|2| 2010|329500|-73.697336360852030000|4|1||455929|203-2189, boulevard Thimens|45.510802160894094000|Condo|2|
2013-10-15|Lasalle|2| 2009|294500|-73.590541199999960000|4|1|100.34|452214|52, 1re avenue|45.432370900000000000|Condo||
2013-09-25|Anjou|2| 1959|339000|-73.551642500000010000|7|2|107.30|451530|7487, avenue Lévesque|45.615573000000000000|Bungalow||
2013-10-08|Pierrefonds / Roxboro|| 2001|459000|-73.774849799999970000|9|2|130.06|451249|5041, rue Laurin|45.506198700000000000|Maison 2 étages||
2014-05-09|Mercier / Hochelaga / Maisonneuve|1| 2009|167900|-73.535781100000010000|3|1|47.19|450096|5513, rue Duchesneau|45.612189699999990000|Condo|1|
2014-10-05|Saint-Léonard|2| 1998|224900|-73.607892900000000000|4|1|88.26|372314|202-5855, place Couture|45.597925400000000000|Condo||
2013-09-10|Le Sud-Ouest|2| 1989|399000|-73.572296199999980000|8|2|127.70|451149|304-2835, rue Saint-Charles|45.477680900000000000|Condo||
2013-11-01|Le Sud-Ouest|1| 2013|225000|-73.584043899999980000||1||439665|403-738, rue Bourget|45.480933100000000000|Condo||
2014-02-14|Rosemont / La Petite Patrie|2| 1940|320000|-73.608120300000000000|7|1||451377|422, rue Saint Zotique Est|45.536029800000000000|Condo||
2013-12-15|Le Plateau-Mont-Royal|1||299000|-73.579106000000020000|4|1||450950|H-4520, rue de la Roche|45.528975000000000000|Condo||
2013-12-20|Rosemont / La Petite Patrie|2||343123|-73.561718499999980000||1||455195|U 31 -  Penthouse 10 - 3100, rue Rachel Est|45.542892200000000000|Condo||
2014-04-21|Rosemont / La Petite Patrie|2| 2009|239500|-73.572084099999980000|4|1|80.45|449542|101-5335, 12e avenue|45.551389000000000000|Condo||
2013-12-17|Mercier / Hochelaga / Maisonneuve|1| 2012|182000|-73.516702600000030000|4|1|62.06|450421|202-2310, rue Marcelle Ferron|45.607117600000000000|Condo||
2013-11-13|Mercier / Hochelaga / Maisonneuve|2| 2008|239000|-73.533881500000000000|4|1|92.90|449554|407-7401, rue de Marseille|45.590795600000000000|Condo|1|
2014-01-28|Mercier / Hochelaga / Maisonneuve|2| 2009|329900|-73.544339239597320000||1||443874|301-4211, rue de Rouen|45.552452000300670000|Condo|1|
2013-10-18|Mercier / Hochelaga / Maisonneuve|3||389900|-73.520564700000020000||2||432096|2566-2568, rue Joffre|45.603244700000000000|Duplex||
2013-09-17|Le Sud-Ouest|2|||-73.567113300000020000||1||445200|2456, rue de Châteauguay|45.478749800000000000|Condo||
2013-09-07|Mercier / Hochelaga / Maisonneuve|3|||-73.558601299999960000||1||445923|6300-6302, avenue de Repentigny|45.585250400000000000|Duplex||
2013-10-07|Lachine|3||325000|-73.666714500000010000||1||445921|729 à 731, 3e avenue|45.442401800000010000|Duplex||
2013-08-12|Villeray / St-Michel / Parc-Extension|| 1951|335000|-73.608436900000020000|8|2|90.58|445756|7691, 2e avenue|45.559212800000000000|Jumelé||
2014-02-04|Mercier / Hochelaga / Maisonneuve|2| 2005|249900|-73.546693899999980000|5|1||450502|3-3854, rue de Rouen|45.548670100000000000|Condo||
2013-12-01|Villeray / St-Michel / Parc-Extension|1| 2010|289000|-73.619826999999980000||1| 61.9|451103|301-75, rue Molière|45.536797400000000000|Condo||
2013-09-24|Rosemont / La Petite Patrie|1||165000|-73.612487199999980000|3|1|48.03|452878|6803, rue Clark|45.531258700000000000|Condo||
2013-11-03|Rosemont / La Petite Patrie|2| 1990||-73.565311100000030000|4|1|86.86|438350|4555, rue Euclide-Brien|45.549559700000000000|Condo||
2013-09-16|Verdun|2| 2012|249000|-73.576136827468870000||1||459259|4920, rue Bannantyne, unité 4|45.457331170342194000|Condo||
2014-03-29|Lachine|| 1910|259999|-73.671693600000020000|9|2|117.63|445310|265, 9e avenue|45.435584700000000000|Maison 2 étages||
2013-08-30|Lasalle|| 1957||-73.592696400000020000|12|2|106.84|443128|387, avenue Gérald|45.436081200000000000|Bungalow||
2014-03-16|Le Sud-Ouest|2|||-73.595367700000000000|5|1|70.79|399485|2268, rue Cardinal|45.460303000000000000|Condo||
2014-03-07|Le Sud-Ouest|1| 2004|237000|-73.565182999999990000|3|1|76.65|442369|2685, rue de Coleraine|45.474131700000000000|Condo||
2013-11-08|Le Plateau-Mont-Royal|2| 2012|29145382|-73.567875200000000000||1|84.82|473511|4222, rue Parthenais, unité 102|45.534700900000000000|Condo||
2013-10-30|Mercier / Hochelaga / Maisonneuve|2| 2006||-73.536100600000000000||1||444795|304-3080, rue du Trianon|45.588682100000000000|Condo|1|
2014-05-05|Le Plateau-Mont-Royal|2| 2012|31720787|-73.566491603851320000||1|90.58|448411|4222, rue Parthenais, unité 302|45.534386130785435000|Condo||
2014-06-12|Anjou|7|||-73.571264400000020000||3||452523|8340, boulevard du Haut-Anjou|45.603517900000000000|Duplex||
2013-11-18|Le Plateau-Mont-Royal|2||455000|-73.574390300000000000|5|1||438723|1382, rue Marie-Anne Est|45.529576000000000000|Condo||
2013-11-02|Pointe-Claire|| 1981|293000|-73.845128100000010000|9|1|107.02|434552|31, avenue Portway|45.462887300000000000|Jumelé||
2013-09-27|Rivière des Prairies|5||359000|-73.586792300000010000||2||449321|12685, 38e avenue, unité 12687|45.649062800000000000|Duplex||
2013-12-09|L'Ile Des Soeurs|1| 2012|360000|-73.538571596363910000|4|1|76.18|442659|199, rue de la Rotonde, app. 2204|45.473403640375466000|Condo||
2013-09-30|Lasalle|| 1900|537000|-73.659442800000020000|10|2|139.35|438461|67, rue Strathyre|45.428349100000000000|Maison 2 étages||
2013-09-16|Rosemont / La Petite Patrie|3|||-73.588398499999980000||1||446409|6260, rue Molson|45.548424399999990000|Triplex||
2013-08-03|Le Plateau-Mont-Royal|3| 1885|669000|-73.576998699999990000||2|176.52|444631|4399, rue de la Roche|45.528045500000000000|Maison en rangée / de ville||
2013-08-19|Verdun|2| 1928||-73.566683399999990000|7|1|95.97|446300|133, avenue Desmarchais|45.454645100000000000|Condo||
2013-08-20|Rosemont / La Petite Patrie|2|||-73.576131400000010000||1||444622|6672, 36e avenue|45.571540000000000000|Triplex||
2013-11-08|Le Plateau-Mont-Royal|1||23461246|-73.567457199096680000||||442863|4224 Parthenais|45.534882141478230000|Condo||
2014-01-11|L'île-Bizard / Sainte-Geneviève|| 1981|299000|-73.875868320465090000|10|2|111.48|416117|27, avenue Dollard|45.486613343744870000|Bungalow||
2013-10-17|Lachine|1| 2013|209090|-73.685921400000000000||1||467971|JARDINS VICTORIA - Unité 505 - 2200 Victoria|45.436278000000000000|Condo||
2014-01-03|Mercier / Hochelaga / Maisonneuve|2| 2001|199900|-73.512184300000000000|5|1|84.17|430081|517, avenue Meese|45.607360600000000000|Condo||
2013-08-24|Mercier / Hochelaga / Maisonneuve||||-73.547786999999970000||1||448178|2135, rue Cuvillier|45.544247899999990000|Duplex||
2013-12-01|Rosemont / La Petite Patrie|1| 2006|249000|-73.588763400000000000|4|1|66.43|440044|5755, rue Marquette|45.538856500000000000|Condo||
2013-08-25|Pointe-Aux-Trembles / Montréal-Est|| 1986||-73.482987999999980000|7|1|130.81|447897|15901, rue Bellerive|45.693436000000000000|Jumelé||
2013-10-01|Le Sud-Ouest|| 2009|249500|-73.560976982116700000|5|1|89.19|446505|2-1820, rue Mullins|45.481347887874640000|Condo||
2013-12-16|Lachine|2| 1998|229900|-73.694643900000020000|4|1|84.80|378534|1-3455, rue du Fort Rolland|45.434612600000000000|Condo||
2013-09-16|Mercier / Hochelaga / Maisonneuve|2| 2009|249000|-73.545226899999990000|4|1|73.21|447052|5-2142, avenue Bourbonnière|45.548385100000000000|Condo||
2014-03-07|Le Plateau-Mont-Royal|1| 2000||-73.563508899999990000|3|1||448002|201-2496, rue Rachel|45.536800600000000000|Condo||
2014-06-10|Rosemont / La Petite Patrie|| 1987||-73.560484700000020000|4|1||446912|302-4250, rue De Chambly|45.550757500000000000|Condo||
2013-11-02|Ville-Marie (Centre-Ville et Vieux Mtl)|3| 1895|685000|-73.555150800000000000||2||448226|103-599, rue Wellington|45.499206800000000000|Condo|1|
2014-03-25|Pointe-Aux-Trembles / Montréal-Est|2| 2010|199999|-73.495066000000010000||1||446584|4-15852, rue Victoria|45.664115700000000000|Condo||
2014-01-31|Ahuntsic / Cartierville|2| 2010|368000|-73.672718199999960000|4|2||395960|204-205, boulevard Henri-Bourassa O|45.547549900000000000|Condo|1|
2013-09-14|Mercier / Hochelaga / Maisonneuve|2| 2003|299000|-73.553617600000000000|4|1|96.62|446135|102-2720, avenue Charlemagne|45.552709400000000000|Condo|1|
2013-09-08|Saint-Léonard|2| 2008|309500|-73.580082022753910000|5|1|98.57|449936|402-7500, rue de Fontenelle|45.585933632392475000|Condo|1|
2014-06-17|Mercier / Hochelaga / Maisonneuve|3| 2009|315000|-73.544908400000000000|6|1|99.41|449397|203-2300, avenue de la Salle|45.553309000000000000|Condo||
2013-08-04|Côte-des-Neiges / Notre-Dame-de-Grâce|3| 2009|334000|-73.651887699999970000|6|1| 100.30|445829|5025, rue Paré|45.498928000000000000|Condo|1|
2013-08-23|Ahuntsic / Cartierville|3||395000|-73.754857200000000000|12|1|150.97|319450|17, avenue du Ruisseau|45.511102500000000000|Maison 2 étages||
2013-09-27|Kirkland|| 1999|604000|-73.895459599999980000|12|3|260.13|446865|98, rue Macdonald|45.440825400000000000|Maison 2 étages||
2013-10-08|Ahuntsic / Cartierville|7||400000|-73.644193500000030000||3||425029|9832, rue de Martigny|45.570803100000000000|Duplex||
2013-11-27|Saint-Laurent|2| 2005|299900|-73.716352000000030000|6|2||452812|404-2975, rue Ernest-Hemingway|45.507745000000000000|Condo|1|
2014-02-13|Mercier / Hochelaga / Maisonneuve|2| 1953|375000|-73.528893600000000000|11|1|98.94|452210|2821, place de Beaujeu|45.593003400000000000|Bungalow||
2013-10-09|Le Plateau-Mont-Royal|4||495000|-73.565617699999960000||2||399842|3540, rue Cartier|45.529706999999990000|Duplex||
2013-09-18|Mercier / Hochelaga / Maisonneuve|2| 2010|194000|-73.545316200000000000|4|1|69.68|450750|1-3960, rue de Rouen|45.550598800000000000|Condo||
2014-03-15|Pointe-Aux-Trembles / Montréal-Est|2| 2008|195000|-73.491287827491760000|5|1||455190|5-930, rue Irène Sénécal|45.694036605632405000|Condo||
2013-09-03|Le Plateau-Mont-Royal|3| 1923|345000|-73.579002500000000000|6|1|104.52|450515|5148, avenue de Lorimier|45.538208600000000000|Condo||
2013-09-11|Villeray / St-Michel / Parc-Extension|3| 1924||-73.613298999999980000|8|1|125.42|452797|7242, avenue Christophe-Colomb|45.543003800000000000|Condo||
2014-04-25|Le Sud-Ouest|2| 1984|272000|-73.606113499999990000|5|1||448868|21-3655, boulevard des Trinitaires|45.447190000000000000|Condo|1|
2013-10-23|L'île-Bizard / Sainte-Geneviève|| 1993|395000|-73.865390899999970000|7|2|222.97|426681|975, rue Bellevue|45.505695600000000000|Maison 2 étages||
2014-01-13|Pierrefonds / Roxboro|2| 1987|189000|-73.828394399999980000|4|1|92.90|454488|105-5231, rue Riviera|45.514420800000000000|Condo||
2013-08-31|Lachine|3||375000|-73.686478400000000000||2||447701|2510-2512, rue Saint Antoine|45.439875099999990000|Duplex||
2013-09-20|Côte-des-Neiges / Notre-Dame-de-Grâce|| 2006||-73.650369500000010000|3|1|42.83|454490|4938, avenue Connaught|45.457038399999990000|Condo||
2014-05-29|L'Ile Des Soeurs|| 1994||-73.550176500000020000|4|1|69.68|454247|109-760, chemin Marie le Ber|45.464652900000000000|Condo|1|
2014-09-25|Mercier / Hochelaga / Maisonneuve|1| 2006|199999|-73.543704400000020000|3|1||454407|202-3775, rue Ontario Est|45.546945699999990000|Condo|1|
2013-10-10|Ahuntsic / Cartierville|||395000|-73.641300600000020000||2| 100.6|440912|9350, rue Andre Grasset|45.560438500000000000|Bungalow||
2013-09-20|Mercier / Hochelaga / Maisonneuve|1| 2003||-73.547490100000000000|1|1| 67.5|453490|204-2381, avenue Jeanne d'Arc|45.551370600000000000|Condo||
2014-05-05|Le Plateau-Mont-Royal|2| 2012|31720787|-73.568208217620850000||1||448412|4222 Parthenais|45.535152690921240000|Condo||
2013-08-21|Pointe-Aux-Trembles / Montréal-Est|| 1944|249000|-73.494987999999980000|7|1|93.65|381424|525, 1 ere avenue|45.633988300000000000|Maison 2 étages||
2013-07-30|Verdun|2| 2006|264000|-73.569797600000010000|4|1|83.98|441423|3648, rue Evelyn|45.467189200000000000|Condo||
2013-08-23|Côte-des-Neiges / Notre-Dame-de-Grâce|1| 2012|224900|-73.647084899999980000|3|1|65.03|439822|407-4239, rue Jean-Talon Ouest|45.500101000000000000|Condo||
2013-10-17|Ahuntsic / Cartierville|2| 2012|197000|-73.719853162874640000||1|82.50|468032|Espace Ranger - 12242 rue Ranger (coin de Gouin), Unité # 201|45.530858817161820000|Condo||
2014-01-16|Le Plateau-Mont-Royal|| 2012|447000|-73.575385799999990000|7|1|154.10|435695|55, rue Roy E, app. 101|45.516055000000000000|Condo||
2013-12-23|Le Sud-Ouest|2| 2011|347000|-73.560342500663750000|5|1|115.20|437551|101-1719, rue Grand Trunk|45.482967739819250000|Condo||
2014-02-21|Lasalle|2| 1986|230000|-73.604403999999990000|4|1||434520|1-1100, rue Lapierre|45.434980100000000000|Condo||
2014-01-28|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 2007|300000|-73.549564863754260000|5|1|85.47|436824|512-1451, rue Parthenais|45.526554037836390000|Condo|1|
2013-09-23|Rosemont / La Petite Patrie|2| 1922|305000|-73.609813299999980000|5|1|88.26|452623|7092, rue Normanville|45.543491100000000000|Condo||
2013-09-13|Ville-Marie (Centre-Ville et Vieux Mtl)|2| 1982|265000|-73.564827299999990000|5|1||423114|2129, rue Saint Timothée|45.520403100000000000|Condo||
2013-06-20|Le Plateau-Mont-Royal||||-73.606525199999960000|6|1|65.03|435246|5911, rue Jeanne-Mance|45.525094700000000000|Condo||
2014-01-03|Le Sud-Ouest|1| 2011|225000|-73.585621975393680000|3|1|53.61|438873|470-855, rue Irène|45.480931970761254000|Condo||
2013-11-23|Mercier / Hochelaga / Maisonneuve|3||525000|-73.551832300000000000||3||438691|2634, 2636, 2638 avenue Bourbonnière|45.550758900000000000|Triplex||
2014-01-24|L'Ile Des Soeurs|3| 1987||-73.551608499999980000|5|1| 101.10|447385|60, rue William Paul|45.465770800000000000|Condo|1|
2013-12-27|Le Sud-Ouest|| 1988|249000|-73.591939487696830000|6|1|104.98|435384|2087, rue Galt|45.462977900473460000|Maison en rangée / de ville||
2013-07-18|Le Sud-Ouest|3||568000|-73.557758700000020000||2||399805|558, rue Bourgeoys|45.479914600000000000|Duplex||
2014-03-09|Rosemont / La Petite Patrie|1| 2008|345500|-73.615427700000000000|5|1||434957|304-6820, rue Saint-Urbain|45.531491500000000000|Condo|1|
2013-11-07|Lachine|3| 2013|297000|-73.662969589495330000||1|121.80|436018|Le Via3 - 831, avenue George V|45.443510149284684000|Condo||
2013-08-07|L'Ile Des Soeurs|3| 2012|690000|-73.538282340197720000|5|2||403614|199, chemin de la Rotonde, unité 2501|45.473395280253264000|Condo|1|
2013-08-13|L'Ile Des Soeurs|2| 2013|449000|-73.538303797869840000||1||397677|199, chemin de la Rotonde, unité 2208|45.473515656013800000|Condo|1|
2013-09-13|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 2013|373400|-73.549727500000000000||1|75.25|458861|Le Solano - 801 De La Commune Est, Unité #716|45.512735200000000000|Condo||
2014-05-02|Lasalle|| 1997|385000|-73.663421999999970000|7|2|130.06|432797|249, rue du Fort Rémy|45.431068000000000000|Jumelé||
2014-04-29|Mercier / Hochelaga / Maisonneuve|2| 2005||-73.532331300000010000|6|1| 83.60|436740|407-2850, rue du Trianon|45.587420900000000000|Condo|1|
2013-07-25|Verdun|2||399000|-73.575670100000020000||1||436436|4041 à 4043, avenue Bannantyne|45.463393100000000000|Duplex||
2013-07-08|Villeray / St-Michel / Parc-Extension|||499000|-73.602368500000010000||||434343|2626, rue Everett|45.556888300000000000|Duplex||
2014-05-04|Saint-Laurent|| 2007|849000|-73.714557899999990000|10|2|257.62|452409|2853, rue de l'Écu|45.510237900000000000|Maison en rangée / de ville||
2014-02-13|Montréal-Nord|2| 1982|249900|-73.619851700000030000|5|1|99.87|435797|404-6900, boulevard Gouin Est|45.628717700000000000|Condo|1|
2013-08-04|Le Plateau-Mont-Royal|2| 1910|379000|-73.595683869311530000|4|1|91.04|437338|5156, avenue de l'Esplanade|45.521255487415420000|Condo||
2014-02-21|Ahuntsic / Cartierville|| 1910|589000|-73.669213500000010000|8|2|170.01|411246|10788, rue Saint-Hubert|45.558963600000000000|Maison 2 étages||
2013-08-06|Côte-St-Luc / Hampstead / Montréal-Ouest|1| 1981|175000|-73.660281300000000000|3|1| 3 522.3|437178|1004-7905, chemin de la Côte Saint-Luc|45.460308600000000000|Condo|1|
2013-08-23|Pointe-Aux-Trembles / Montréal-Est|2||424900|-73.500031600000000000||1||310542|12161-63, rue René-Lévesque|45.643229500000000000|Duplex||
2013-10-03|Le Plateau-Mont-Royal|1| 2013|249000|-73.583655900000000000||1||422044|1809-B, rue Masson, unité 303|45.537253400000000000|Condo||
